kode_prodi,nama_prodi,daya_tampung_2019,jumlah_peminat_2018,jumlah_peminat_2017,jumlah_peminat_2016,daya_tampung_2018,daya_tampung_2017,daya_tampung_2016,sma_ipa_2018,sma_ipa_2017,sma_ipa_2016,ma_ipa_2018,ma_ipa_2017,ma_ipa_2016,sma_ips_2018,sma_ips_2017,sma_ips_2016,ma_ips_2018,ma_ips_2017,ma_ips_2016,smk_ipa_2018,smk_ipa_2017,smk_ipa_2016,smk_ips_2018,smk_ips_2017,smk_ips_2016,smk_agama_2018,smk_agama_2017,smk_agama_2016,aceh_2018,aceh_2017,aceh_2016,sumatera_utara_2018,sumatera_utara_2017,sumatera_utara_2016,riau_2018,riau_2017,riau_2016,bengkulu_2018,bengkulu_2017,bengkulu_2016,kalimantan_barat_2018,kalimantan_barat_2017,kalimantan_barat_2016
1162021,BIMBINGAN KONSELING,28,242,213,136,57,54,85,108,68,46,56,61,35,28,35,28,17,21,13,10,10,3,9,7,5,,,,228,201,125,9,7,8,1,1,,,,,,,
1162013,ILMU HUKUM,54,401,289,177,54,48,90,154,91,47,81,67,47,85,65,39,32,23,17,15,15,8,13,5,7,2,,,381,272,170,14,10,5,1,,,,,,,,
1161064,KIMIA,48,27,44,33,59,36,70,15,26,18,8,10,11,1,1,1,,,,3,7,2,,,,,,,22,36,29,2,,2,,,,,,,,,
1122035,ILMU EKONOMI & STUDI PEMBANGUNAN,155,394,454,411,149,124,120,111,150,131,30,34,31,100,117,140,16,13,18,31,38,30,87,74,54,1,1,1,308,391,369,74,55,35,1,,1,,,,1,,
1121094,AGRIBISNIS,74,780,738,598,70,60,100,461,440,342,110,81,71,70,73,64,20,11,16,82,94,81,18,21,12,,,,507,533,458,257,194,125,1,,1,,,,,,
1161056,BIOLOGI,48,130,150,126,71,36,70,59,79,67,46,58,32,3,2,6,3,3,2,9,5,11,3,,5,,,,121,142,117,6,5,4,,1,,,,1,,,
1161025,PENDIDIKAN TEKNOLOGI INFORMATIKA,30,487,424,276,56,60,100,164,154,103,121,86,75,51,50,32,15,32,14,93,64,28,16,11,10,4,4,1,473,415,268,7,6,5,1,,,,,,,,
1161072,TEKNOLOGI INFORMASI,48, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161041,TEKNIK LINGKUNGAN,60,216,199,110,79,36,80,111,106,51,50,44,34,13,10,9,10,9,,20,25,9,5,2,4,,1,,202,187,98,10,7,6,,,,,,,,,
1152026,SENI TARI,24,29,23, - ,26,30, - ,11,12,,6,3,,3,3,,1,2,,5,,,2,1,,,1,,25,22,,4,,,,,,,,,,,
1161033,ARSITEKTUR,48,194,209,123,83,54,110,84,89,39,38,39,34,12,12,14,8,4,2,38,45,21,4,7,3,1,1,,186,197,113,2,6,5,,,2,,,,,,
1161017,PENDIDIKAN TEKNIK ELEKTRO,42,134,126,76,54,48,90,38,56,18,15,11,15,12,16,6,4,6,2,46,26,27,5,4,2,,,,129,121,74,4,3,2,,,,,,,,,
1152011,SENI KARAWITAN,24,4,12, - ,27,30, - ,,5,,2,,,1,2,,,,,,4,,,1,,,,,2,12,,,,,,,,,,,,,
1122027,AKUNTANSI,123,676,798,693,77,100,120,280,335,245,64,92,65,119,165,161,29,16,27,50,43,58,111,115,111,1,1,1,588,699,635,84,89,46,,2,3,,,,,,
1812072,EKONOMI,33,265,274, - ,40,35, - ,33,31,,,2,,105,106,,13,15,,20,33,,77,65,,1,,,,,,7,12,,1,1,,1,,,,,
1921323,REKAYASA KEHUTANAN,75, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722227,ILMU KOMUNIKASI,36,1311,1243,964,17,60,35,445,372,252,63,59,56,470,495,372,92,93,89,75,56,54,120,105,84,1,1,3,,1,,5,,,6,2,,6,5,,,,
3222431,SOSIOLOGI,37,1083,994,734,34,28,28,66,44,60,21,16,17,584,557,404,256,262,156,23,15,19,76,53,41,6,2,1,1,,1,8,6,11,5,4,4,,,,3,,
3112192,ILMU PEMERINTAHAN,52,836,872,669,40,32,24,222,209,174,23,26,15,442,482,344,55,59,37,36,20,29,39,53,59,1,2,,,,,5,7,6,1,1,,,,2,1,,
1911344,PENDIDIKAN VOKASIONAL TEKNOLOGI INFORMASI,14,123, - , - ,14, - , - ,74,,,9,,,13,,,3,,,17,,,3,,,,,,1,,,2,,,,,,,,,,,
1921315,SAINS AKTUARIA,75, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222454,BAHASA DAN SASTRA INGGRIS,69,1540,1469,932,66,56,35,367,379,245,157,149,91,406,388,210,197,173,113,91,69,46,155,141,96,9,13,4,6,4,5,10,19,9,11,10,3,10,5,2,2,2,
3212324,BISNIS ISLAM,18,1059,1272,936,28,31,17,323,387,267,55,51,24,459,573,453,79,100,83,21,21,15,54,72,35,7,2,,7,7,7,22,24,16,13,12,5,4,3,3,7,3,3
3242087,ILMU POLITIK,62,1342, - , - ,56, - , - ,228,,,15,,,907,,,49,,,46,,,62,,,1,,,,,,65,,,4,,,1,,,1,,
3242072,EKONOMI SYARIAH,41,1337, - , - ,26, - , - ,175,,,45,,,620,,,128,,,36,,,261,,,5,,,1,,,7,,,2,,,1,,,1,,
1152034,SENI TEATER,15,12,11, - ,28,30, - ,1,6,,1,1,,5,2,,3,,,1,,,,2,,,,,9,11,,2,,,,,,,,,,,
3322022,SEKOLAH BISNIS DAN MANAJEMEN (SBM),96,4147,3451,3327,128,144,130,1811,1468,1442,95,94,55,1512,1309,1286,127,124,115,162,116,127,240,188,170,10,16,2,38,27,16,214,164,167,72,50,70,18,16,14,36,34,20
3321177,FAK. TEKNIK PERTAMB. & PERMINYAKAN (FTTM) - KAMPUS CIREBON,28, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3321162,"SEK. ARSITEKTUR, PERENC &AMP; PENGEMB KEBIJAKAN (SAPPK) - KAMPUS CIREBON",14,317,425, - ,14,14, - ,244,333,,22,28,,11,10,,,5,,28,29,,5,2,,1,2,,2,13,,15,17,,6,5,,1,2,,3,2,
3352052,ANTROPOLOGI BUDAYA,46,300,319, - ,38,56, - ,58,71,,17,15,,116,111,,18,12,,21,29,,24,40,,,1,,3,2,,8,7,,1,2,,,,,2,3,
3322037,FAKULTAS SENIRUPA DAN DESAIN (FSRD) - KAMPUS CIREBON,12,279,285, - ,30,15, - ,126,121,,21,17,,66,78,,6,10,,23,26,,18,19,,,1,,1,2,,16,17,,7,6,,1,,,2,2,
3332287,TELEVISI DAN FILM,40,2362,2592,2033,49,45,27,718,807,627,56,51,36,926,1018,792,66,70,65,287,329,244,165,176,164,7,8,6,7,13,9,65,74,42,25,23,26,7,13,4,14,9,8
3322014,FAKULTAS SENIRUPA DAN DESAIN (FSRD),100,2859,2773,2530,150,150,135,1334,1238,1137,117,102,69,777,772,733,70,73,56,215,230,185,160,148,195,8,2,6,16,19,8,108,95,80,35,38,31,4,11,9,12,6,9
3332272,JURNALISTIK,40,1486,1351,1377,49,45,45,446,441,413,60,33,45,677,589,624,55,58,56,102,95,104,78,59,70,1,2,1,7,5,3,43,61,64,18,13,16,4,8,4,4,1,2
3332322,BISNIS DIGITAL,35,2534, - , - ,44, - , - ,910,,,72,,,1123,,,108,,,131,,,106,,,2,,,11,,,62,,,34,,,11,,,8,,
3332241,HUBUNGAN MASYARAKAT,40,1849,1635,1731,66,66,55,565,522,525,31,32,36,1013,899,929,77,62,68,35,35,53,58,51,77,1,,,5,5,4,35,21,35,16,17,21,1,3,,3,5,5
3332256,EKONOMI ISLAM,41,1318,1423,1277,53,48,30,306,370,307,63,59,41,593,643,614,136,154,142,36,26,29,97,80,85,6,4,1,14,12,8,15,17,21,11,14,10,2,5,3,4,2,3
3332337,ADMINISTRASI BISNIS PSDKU PANGANDARAN,30,337, - , - ,33, - , - ,87,,,11,,,156,,,15,,,23,,,31,,,1,,,,,,8,,,5,,,1,,,1,,
3332264,MANAJEMEN KOMUNIKASI,40,1745,1761,1452,53,45,53,611,597,492,24,33,23,882,887,726,43,53,29,67,65,53,69,69,70,3,2,4,5,3,3,37,37,34,20,16,12,4,5,3,3,7,8
3342587,DESAIN KOMUNIKASI VISUAL,45,981, - , - ,56, - , - ,310,,,33,,,248,,,32,,,156,,,113,,,1,,,1,,,7,,,3,,,3,,,1,,
3342606,FILM DAN TELEVISI,68, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342614,BISNIS DIGITAL (KAMPUS UPI TASIKMALAYA),68, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3332233,ILMU POLITIK,30,1098,913,778,33,30,27,317,268,232,30,25,18,612,502,440,41,35,35,34,26,20,24,27,14,3,1,,4,4,2,42,41,41,6,9,6,1,4,1,1,5,
3332225,SOSIOLOGI,30,1173,1176,916,33,36,27,177,157,115,11,18,18,754,782,600,145,132,92,26,34,27,34,27,32,,,1,3,3,1,31,38,28,11,6,8,2,5,3,,3,
3342564,KEWIRAUSAHAAN KAMPUS TASIKMALAYA,62,281, - , - ,38, - , - ,61,,,22,,,118,,,20,,,16,,,26,,,1,,,,,,6,,,1,,,,,,,,
3342572,SAINS INFORMASI GEOGRAFI,45,635, - , - ,56, - , - ,154,,,18,,,355,,,50,,,24,,,18,,,,,,,,,10,,,1,,,3,,,2,,
3332217,ILMU PERPUSTAKAAN,60,1542,1522,1233,79,72,53,448,441,327,66,57,52,733,715,565,82,61,78,62,72,87,87,112,72,1,1,1,5,3,4,32,36,27,22,14,12,4,4,,4,9,3
3312097,ILMU KOMUNIKASI,104,1829,1456,1060,93,56,80,493,393,301,54,43,29,874,678,483,67,56,41,157,135,101,108,105,67,2,3,1,,1,1,24,15,21,,,2,,,,1,,
3342525,ILMU EKONOMI DAN KEUANGAN ISLAM,41,912,1055,834,30,36,34,214,249,183,26,39,24,376,465,391,97,98,84,28,34,26,121,119,93,5,1,3,,1,,4,4,6,2,3,2,1,2,1,1,1,
3342502,ILMU KOMUNIKASI,41,2910,2787,2773,38,38,33,806,786,821,69,83,95,1353,1187,1147,94,100,112,264,276,255,192,197,228,5,3,3,1,4,2,39,51,57,13,12,22,13,10,10,7,6,7
3342533,PGPAUD KAMPUS TASIKMALAYA,63,271,189,181,88,61,51,104,73,73,34,16,12,75,48,52,18,26,12,12,10,12,12,7,12,,,,,,,2,1,2,,,,,,,,,
3342491,PGPAUD KAMPUS BUMI SILIWANGI,42,359,262,279,35,38,28,138,98,87,26,13,25,115,87,84,23,24,18,18,10,19,24,19,27,,,,,,,3,2,2,2,2,,,1,,,,
3342541,PGPAUD KAMPUS PURWAKARTA,48,158,104,139,31,54,41,59,40,66,16,4,9,37,33,42,19,6,8,8,8,6,4,9,4,,,,,,,1,3,4,,,,,,,,,
3342483,PGSD KAMPUS BUMI SILIWANGI,72,1211,1110,1124,57,65,53,554,489,493,77,75,83,324,297,305,70,60,50,43,47,64,84,87,79,1,,,,,,5,6,7,1,1,2,2,,,,1,2
3342467,PGSD KAMPUS TASIKMALAYA,103,964,754,754,101,107,67,405,336,329,82,61,57,255,183,193,69,57,62,52,42,42,60,49,49,3,2,1,2,,,17,13,3,2,2,1,1,,,1,,1
3342452,PGSD KAMPUS PURWAKARTA,81,749,771,714,78,94,69,344,344,344,50,40,40,203,263,202,42,50,45,33,20,27,36,34,38,,3,,,,,15,24,19,1,2,2,1,1,,1,,
3332345,ILMU KOMUNIKASI PSDKU PANGANDARAN,30,238, - , - ,33, - , - ,76,,,11,,,86,,,11,,,26,,,17,,,,,,,,,6,,,3,,,,,,2,,
3342436,PGSD KAMPUS SUMEDANG,69,652,652,665,65,83,55,308,303,344,25,43,32,189,184,184,30,32,31,46,34,28,31,31,28,,1,,,1,1,3,5,4,1,,,,,,,,2
3342413,PGSD KAMPUS CIBIRU,117,1323,1398,1259,75,124,85,577,579,541,117,140,116,324,372,336,90,93,76,63,68,58,82,78,71,4,2,2,,,1,10,9,9,,3,3,,3,2,1,1,5
3342475,PGSD KAMPUS SERANG,93,695,620,584,82,80,68,293,272,259,59,37,40,216,195,165,47,46,51,21,20,14,33,28,36,,,,,,,13,7,13,1,2,1,,1,2,,2,
3342444,PGSD PENDIDIKAN JASMANI KAMPUS SUMEDANG,81,201,160,189,65,96,47,81,62,61,10,8,16,70,61,68,6,4,11,15,14,15,12,5,6,,,1,,,,4,2,3,1,,1,,,,,,
3342517,PGPAUD KAMPUS SERANG,48,152,160,88,43,45,36,51,69,35,21,14,1,33,38,35,21,15,7,6,6,3,7,12,5,,,,,,,,6,1,,1,,2,,,,1,
3342371,PERPUSTAKAAN DAN INFORMASI,41,658,528,482,20,18,16,213,155,141,37,24,27,266,219,185,22,33,30,28,27,43,56,43,38,,1,,1,4,1,3,3,4,6,2,2,1,,,2,2,
3342421,PGPAUD KAMPUS CIBIRU,45,310,317,242,38,57,41,97,109,94,38,39,22,89,89,68,26,23,21,12,17,12,22,22,10,1,,,1,1,,1,2,,2,,,,,,,,
3342363,AKUNTANSI,45,1786,1762,1675,32,40,33,539,527,466,47,62,32,616,629,673,90,89,80,58,79,63,364,317,304,3,2,3,3,5,4,19,29,26,,7,5,5,1,6,5,3,6
3342394,PENDIDIKAN SOSIOLOGI,45,1016,975,893,42,38,26,98,68,97,10,13,19,747,725,628,114,111,98,10,14,12,12,18,18,,1,,2,3,4,18,19,22,5,3,5,3,1,1,1,1,
3342386,PENDIDIKAN IPS,45,613,497,426,41,47,37,59,64,52,14,11,9,421,301,252,70,59,52,18,20,30,24,30,21,,,,1,,,10,9,5,3,2,5,,,,1,1,1
3342332,PENDIDIKAN MANAJEMEN PERKANTORAN,45,850,767,611,32,41,32,224,192,172,20,17,9,314,287,215,29,38,17,35,37,34,188,160,133,3,1,1,1,1,2,10,7,7,3,1,1,3,1,3,,,
3342347,PENDIDIKAN EKONOMI,46,524,440,524,34,33,31,87,74,103,3,2,10,266,222,253,57,38,46,11,14,29,81,75,72,1,1,1,,,,22,14,26,2,,,,,,,,1
3342316,PENDIDIKAN AKUNTANSI,45,522,526,535,31,32,32,85,81,102,7,10,5,195,173,188,21,42,39,10,18,7,183,174,183,,,,1,2,,8,7,12,3,2,1,,,3,1,1,
3342301,PEND. JASMANI KESEHATAN & REKREASI (PJKR),78,1517,1457,1256,61,75,51,558,511,409,60,44,37,586,591,532,67,69,61,121,129,105,49,47,54,3,1,3,3,1,2,20,17,21,3,7,5,7,5,3,1,1,
3342405,PGSD PEND. JASMANI KAMPUS BUMI SILIWANGI,75,247,223,213,57,54,37,88,75,67,10,17,12,94,83,82,10,12,10,22,21,20,13,10,7,,,1,,,,2,3,2,,1,,,,,,,
3342282,PENDIDIKAN TATA BUSANA,27,755,630,579,23,23,26,253,224,194,62,45,34,173,124,136,35,36,36,35,18,18,141,133,121,3,3,3,4,6,12,33,16,16,15,9,8,,3,1,,1,1
3342274,PENDIDIKAN TATA BOGA,27,1417,1191,948,27,25,24,451,384,299,64,57,46,450,356,264,66,57,50,72,56,41,244,195,175,2,1,1,4,6,2,21,15,11,11,11,14,6,1,2,4,1,5
3342251,BAHASA DAN SASTRA INDONESIA,41,866,735,655,36,31,32,268,260,203,55,40,40,282,208,209,40,44,47,80,57,53,69,59,48,3,4,1,2,,1,6,6,9,4,2,6,1,4,,2,4,
3342243,BAHASA DAN SASTRA INGGRIS,38,1395,1249,1027,28,25,21,536,502,390,72,60,49,440,361,321,48,55,47,110,99,87,97,98,68,2,3,1,6,7,2,11,9,5,5,10,10,6,4,3,3,1,1
3342266,PENDIDIKAN KESEJAHTERAAN KELUARGA,27,404,311,197,21,24,19,133,91,52,24,24,15,142,118,65,19,20,15,13,12,8,42,33,33,,,,,1,2,1,,2,2,,1,2,2,,,,
3342595,PENDIDIKAN PARIWISATA,68, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342297,PENDIDIKAN KEPELATIHAN OLAHRAGA,59,943,862,711,43,67,39,309,280,219,33,23,23,437,381,318,35,48,31,68,62,57,28,32,36,2,2,,2,2,,17,13,15,5,1,3,6,2,3,1,,
3342235,PENDIDIKAN SENI MUSIK,54,604,586,598,48,52,37,220,198,212,20,13,24,178,194,179,8,27,15,25,39,47,76,40,48,4,,,,1,1,20,11,15,3,4,1,,3,1,1,1,
3342204,PENDIDIKAN BAHASA PERANCIS,36,285,281,166,33,36,28,92,87,58,4,8,8,108,96,41,7,8,5,11,28,14,23,29,19,,,,,,1,3,3,1,1,2,,,2,,1,1,
3342324,PENDIDIKAN BISNIS,45,890,847,734,33,41,36,234,242,206,27,40,21,361,314,273,45,42,38,45,37,63,124,123,95,4,2,,1,4,,8,12,9,2,5,3,3,2,3,2,1,2
3342185,PENDIDIKAN BAHASA JEPANG,52,818,694,629,36,41,32,306,264,229,37,31,25,223,194,165,24,20,16,77,77,74,51,39,46,,1,,2,,2,1,4,6,,6,3,,1,1,,,
3342162,PENDIDIKAN BAHASA INGGRIS,34,1337,1205,1189,24,24,21,596,521,479,101,106,100,289,273,264,65,79,73,98,72,101,89,65,83,4,2,2,9,5,3,31,17,17,10,12,15,7,1,3,12,3,7
3342212,PENDIDIKAN SENI RUPA DAN KERAJINAN,54,336,437,476,48,45,32,141,184,201,17,26,14,95,95,116,10,15,18,20,40,33,22,45,59,,1,1,,2,1,1,3,1,,1,2,,1,,,,
3342227,PENDIDIKAN SENI TARI,68,251,247,207,65,48,32,95,96,91,9,4,8,74,60,50,7,4,6,10,6,13,32,31,24,1,1,,1,2,,5,3,1,3,2,1,1,,,,,
3342154,PENDIDIKAN BAHASA SUNDA,60,785,597,544,49,38,38,341,251,230,40,36,41,224,154,136,36,38,32,31,35,36,57,44,29,3,,1,,,,,,2,,,,,,,,,
3342131,MANAJEMEN INDUSTRI KATERING,45,910,814,603,44,38,36,254,237,177,34,21,17,347,292,212,38,45,30,27,24,22,159,150,113,,,,3,1,,10,5,2,8,2,3,,,1,,2,2
3342123,MANAJEMEN PEMASARAN PARIWISATA,45,1686,1605,1318,42,41,42,474,456,375,37,36,21,780,697,608,50,59,44,48,67,44,208,196,163,3,2,,2,1,3,17,27,18,5,15,9,2,5,2,4,2,2
3342107,ILMU PENDIDIKAN AGAMA ISLAM,46,1406,1064,883,44,45,42,424,296,219,172,130,108,284,200,145,187,153,138,96,63,66,73,53,65,11,8,2,4,3,,4,6,4,1,1,3,2,2,,3,1,
3342115,MANAJEMEN RESORT DAN LEISURE,45,1520,1517,1193,37,40,34,470,481,396,35,28,19,699,673,510,38,43,30,42,50,43,168,170,147,2,1,,,1,1,15,17,7,13,4,4,1,4,2,1,1,1
3342146,PENDIDIKAN BHS.DAN SASTRA INDONESIA,61,1035,935,936,36,38,31,423,373,394,47,56,72,297,266,236,44,45,41,76,62,77,62,50,58,1,2,1,1,1,2,17,13,12,6,1,6,,4,1,,1,1
3342556,PENDIDIKAN BAHASA KOREA,36,1118,819,792,30,32,30,404,308,299,44,30,29,351,251,231,37,26,25,72,55,50,114,92,101,3,,,1,4,1,22,9,12,10,8,1,3,6,1,5,,2
3342355,MANAJEMEN,46,2624,2535,2254,32,40,31,797,724,653,79,65,47,1097,1059,964,106,115,111,132,140,131,298,332,272,7,5,2,3,8,1,21,20,16,5,13,16,3,2,4,6,5,4
3342096,PENDIDIKAN GEOGRAFI,45,741,628,674,41,40,37,81,72,105,18,14,9,493,422,437,116,91,87,9,16,15,10,4,10,,,,3,1,2,14,12,11,4,7,5,1,2,3,,2,1
3342073,PKN,45,557,511,414,40,44,38,219,200,163,38,23,19,201,186,145,15,24,20,27,29,32,32,31,23,,,,1,,1,2,6,3,1,3,1,,,,,,
3342177,PENDIDIKAN BAHASA ARAB,42,795,654,490,33,37,35,212,158,98,157,123,88,112,104,62,126,106,99,21,21,17,33,28,19,2,3,2,6,3,4,4,6,1,4,3,1,,,,2,,
3342081,PENDIDIKAN SEJARAH,45,765,613,525,41,37,29,169,140,116,23,15,16,419,350,291,73,42,31,29,30,20,27,20,27,1,,,3,,1,9,7,10,4,1,1,1,1,3,,1,1
3342065,PSIKOLOGI,43,2656,1899,1726,40,32,32,1053,727,668,123,93,102,999,674,609,121,96,102,138,121,104,123,87,72,1,3,,7,5,7,32,21,18,23,9,11,7,5,2,7,5,3
3342026,BIMBINGAN DAN KONSELING,42,1913,1361,1228,38,32,26,773,539,491,136,126,90,620,406,384,127,85,87,91,65,64,96,80,67,2,1,1,2,1,3,10,13,8,8,6,2,1,1,2,2,2,1
3342042,PENDIDIKAN KHUSUS,41,741,801,775,32,32,25,316,328,312,48,62,47,223,226,238,49,68,56,22,38,37,42,37,49,,1,,9,9,6,3,3,6,5,3,2,2,2,4,2,,4
3341286,REKAYASA PERANGKAT LUNAK (KAMPUS UPI CIBIRU),53, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342057,TEKNOLOGI PENDIDIKAN,36,595,395,283,34,25,17,164,121,82,31,20,14,222,140,94,34,23,21,67,45,45,41,27,16,2,,1,3,1,,7,6,5,4,3,,1,1,,,,
3342034,PENDIDIKAN MASYARAKAT,41,387,329,204,38,35,27,126,100,58,23,23,15,140,123,65,31,21,18,18,11,13,25,33,21,,,,1,,,3,1,1,,2,1,1,,,,,
3341271,KEPELATIHAN FISIK OLAHRAGA,53, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341255,PENDIDIKAN TEKNIK OTOMOTIF,53, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342011,ADMINISTRASI PENDIDIKAN,37,816,676,533,33,26,22,201,187,153,32,21,25,329,239,192,43,44,23,36,33,22,130,94,92,2,1,2,1,,1,3,3,8,2,2,2,,,1,1,,
3341247,PENDIDIKAN SISTEM DAN TEKNOLOGI INFORMASI KAMPUS PURWAKARTA,45,210, - , - ,56, - , - ,129,,,15,,,9,,,4,,,39,,,4,,,,,,,,,6,,,,,,,,,,,
3341216,ARSITEKTUR,27,1179,1138,1061,24,24,23,859,779,756,86,101,60,13,15,7,2,7,8,168,196,175,17,8,23,2,,1,2,3,2,11,10,12,9,5,4,1,4,8,1,3,3
3342193,PENDIDIKAN BAHASA JERMAN,36,356,308,245,29,24,19,140,103,90,12,12,6,110,91,83,15,15,8,18,21,19,27,30,21,,,,,1,,2,3,3,1,1,,1,,1,1,,1
3341232,PENDIDIKAN MULTIMEDIA KAMPUS CIBIRU,45,332, - , - ,56, - , - ,166,,,43,,,12,,,3,,,79,,,16,,,1,,,,,,12,,,,,,,,,,,
3341197,TEKNIK SIPIL,54,1734,1710,1614,41,45,35,1344,1291,1227,96,73,83,27,27,26,,4,2,219,268,212,16,14,16,1,2,,3,4,9,21,19,28,4,8,3,4,5,2,3,1,1
3341201,PENDIDIKAN ILMU PENGETAHUAN ALAM,16,456,437,334,13,12,9,351,378,268,73,42,48,5,,,,,,18,12,15,4,1,,,,,,,1,6,4,4,1,1,,,,,,,
3341263,SISTEM INFORMASI KELAUTAN KAMPUS SERANG,53, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341294,SISTEM TELEKOMUNIKASI (KAMPUS UPI PURWAKARTA),53, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341151,PENDIDIKAN TEKNIK MESIN,42,589,592,628,45,40,51,228,198,228,21,21,25,14,18,11,2,7,3,274,290,305,6,10,14,4,4,3,,,,8,1,5,1,1,3,1,1,1,1,3,
3341127,PENDIDIKAN TEKNIK BANGUNAN,27,335,336,284,40,36,29,207,213,193,10,27,18,3,5,1,1,1,1,100,78,62,4,1,3,,1,,1,2,1,4,6,7,2,2,1,,,,,1,
3341182,PENDIDIKAN TEKNOLOGI AGRO INDUSTRI ,36,651,611,594,30,33,27,545,494,454,40,48,41,1,1,3,,,1,56,61,74,,2,3,1,,1,1,,1,10,10,9,5,3,1,2,1,,,2,1
3341093,KIMIA,36,633,695,611,26,28,25,486,528,446,64,69,47,,,,,,,75,86,101,,,,,,,,1,,4,6,3,4,3,2,,1,,,,
3341143,PENDIDIKAN TEKNIK ELEKTRO,51,314,360,298,40,36,34,158,174,134,12,18,17,3,5,,,1,1,130,150,127,4,3,3,,,2,,,1,,11,4,,1,,,1,2,,,1
3341085,BIOLOGI,21,928,853,681,16,14,13,773,687,567,106,111,69,1,,,1,,1,33,45,34,6,2,,,,,1,1,4,8,11,5,2,1,1,1,1,,2,1,2
3341166,ILMU KEOLAHRAGAAN,59,662,550,463,42,67,52,429,372,290,51,37,23,95,69,65,6,16,9,53,37,52,9,8,7,1,1,1,2,,2,18,22,6,2,2,2,2,1,2,,,1
3341174,TEKNIK ELEKTRO,50,980,1057,937,35,34,19,670,666,567,29,40,37,6,4,5,1,2,1,242,312,291,7,9,7,2,1,,1,7,1,15,10,10,5,3,1,1,4,3,1,2,1
3341112,PENDIDIKAN TEKNIK ARSITEKTUR,27,542,425,373,34,25,19,345,261,242,59,32,32,10,9,5,2,2,,99,85,78,7,11,7,1,1,,2,3,1,6,5,3,5,3,,1,1,1,,,
3341077,FISIKA,21,263,260,244,17,14,16,210,203,198,36,36,26,,,,,1,,13,18,18,1,2,,,,,,,,1,2,1,1,,3,,,,,1,
3341046,PENDIDIKAN KIMIA,41,754,704,662,41,32,32,619,583,520,108,81,89,,,1,,,,24,36,47,,,,,,,,2,1,16,15,9,9,4,7,3,,1,2,1,
3341062,MATEMATIKA,41,716,612,528,20,18,18,599,477,434,52,57,33,4,6,4,6,5,1,36,44,42,7,13,5,,,2,,2,1,8,6,8,,2,4,1,,,,,1
3341104,ILMU KOMPUTER,41,1445,1439,1220,16,18,18,784,716,630,71,75,68,71,51,52,18,10,15,386,450,352,37,43,32,12,12,4,2,5,7,21,9,12,5,4,8,7,4,4,2,2,2
3332202,ILMU KOMUNIKASI,60,5347,4937,4464,79,72,60,1751,1628,1465,130,114,97,2481,2263,2028,191,154,110,323,345,316,237,236,257,5,3,6,29,19,12,146,136,107,86,67,64,31,25,10,37,27,23
3332183,SASTRA JERMAN,35,762,775,695,46,54,45,255,254,222,23,26,19,317,341,303,32,20,16,43,35,31,28,41,48,1,,2,1,2,1,18,17,20,5,5,4,3,2,1,3,,2
3341015,PENDIDIKAN MATEMATIKA,41,1202,1133,1212,49,32,32,941,904,963,147,112,113,11,16,15,1,4,3,58,66,66,20,15,22,,1,1,3,2,4,44,29,44,7,14,9,2,8,3,3,2,3
3332191,SASTRA ARAB,70,1031,849,590,66,60,53,278,211,123,122,111,76,246,181,120,145,128,94,26,32,24,38,45,32,7,1,1,8,3,1,9,7,9,7,6,1,3,1,2,1,1,
3332167,SASTRA JEPANG,50,1365,1132,1039,66,60,45,501,409,356,42,28,36,492,405,377,33,27,24,100,94,90,76,67,70,,1,,6,3,2,10,17,20,9,5,7,5,4,4,5,4,5
3341031,PENDIDIKAN BIOLOGI,41,1188,1047,1120,37,32,35,977,867,908,177,138,173,5,1,3,2,3,1,22,33,29,,1,2,,,,1,,4,22,19,36,11,7,5,2,,3,2,3,1
3332175,SASTRA RUSIA,35,459,366,351,33,30,30,164,123,113,12,13,20,191,152,146,15,16,6,30,16,24,21,28,26,1,1,,1,1,,6,11,10,2,2,4,1,1,2,,2,1
3332121,SASTRA SUNDA,37,632,571,444,40,42,38,206,160,125,47,42,36,174,179,123,61,55,47,29,50,37,56,38,37,5,1,3,,,,,2,,,,,,,,,,
3332136,ILMU SEJARAH,37,677,643,534,40,42,38,131,131,108,34,24,22,361,347,259,60,54,47,30,42,39,29,18,25,4,1,,,,,15,25,6,3,5,2,1,5,2,,4,
