kode_prodi,nama_prodi,daya_tampung_2019,jumlah_peminat_2018,jumlah_peminat_2017,jumlah_peminat_2016,daya_tampung_2018,daya_tampung_2017,daya_tampung_2016,sma_ipa_2018,sma_ipa_2017,sma_ipa_2016,ma_ipa_2018,ma_ipa_2017,ma_ipa_2016,sma_ips_2018,sma_ips_2017,sma_ips_2016,ma_ips_2018,ma_ips_2017,ma_ips_2016,smk_ipa_2018,smk_ipa_2017,smk_ipa_2016,smk_ips_2018,smk_ips_2017,smk_ips_2016,smk_agama_2018,smk_agama_2017,smk_agama_2016,aceh_2018,aceh_2017,aceh_2016,sumatera_utara_2018,sumatera_utara_2017,sumatera_utara_2016,riau_2018,riau_2017,riau_2016,bengkulu_2018,bengkulu_2017,bengkulu_2016,kalimantan_barat_2018,kalimantan_barat_2017,kalimantan_barat_2016
6112106,SASTRA DAERAH JAWA KUNA,10,22,25,17,8,20,20,9,10,6,2,,,4,4,5,1,2,2,1,1,1,1,5,1,,,,,,,,,,,,,,,1,,,
6112033,ILMU SEJARAH,28,111,79,67,22,32,25,23,16,17,5,3,1,60,39,34,5,5,4,6,4,5,6,5,3,,,,,,,16,9,15,1,,,,,,,,
6112064,AKUNTANSI,151,2360,2310,2034,60,45,45,1273,1307,1257,19,19,24,648,629,486,15,17,8,31,38,31,292,218,157,,2,,,1,,43,26,29,2,1,,1,,1,,1,5
6112056,EKONOMI PEMBANGUNAN,150,969,918,787,54,90,55,409,387,382,9,7,11,388,365,265,14,15,7,19,22,17,92,78,70,,,,1,,,51,39,33,3,2,1,,2,1,,1,1
6111262,PENDIDIKAN DOKTER GIGI,26,922,926,722,21,15,15,829,833,663,27,29,23,8,11,5,,3,,40,27,22,1,2,1,,,,2,1,2,51,58,42,4,7,3,3,2,2,8,7,2
6111254,MANAJEMEN SUMBER DAYA PERAIRAN,50,222,192,166,31,24,55,192,161,134,14,10,10,4,7,5,,1,,7,5,11,1,,1,,,,,,,68,37,30,1,,1,,1,,,1,
6112041,ILMU HUKUM,275,2015,1618,1491,119,81,81,1032,878,854,37,16,18,811,620,508,14,17,14,22,24,25,34,27,22,,,,1,,1,106,91,80,4,4,4,,,,1,4,4
6112017,ARKEOLOGI,30,134,136,86,16,27,22,29,44,30,6,4,,71,63,42,5,7,3,8,6,6,3,4,3,,,,2,,,14,9,8,3,2,1,,,1,,,
5312244,PSIKOLOGI,48,924,703,678,78,68,60,391,296,291,77,45,42,268,219,190,42,31,40,75,55,60,44,30,26,,,1,,,,9,1,4,,1,1,1,,,2,,3
6111215,TEKNOLOGI INFORMASI,95,862,743,537,57,36,36,667,529,361,15,13,15,33,36,15,4,7,1,90,114,102,18,13,12,1,,,1,,,26,29,20,2,1,,,,,1,,1
6111223,FISIOTERAPI,31,577,531,509,21,15,18,499,456,417,18,12,10,6,6,4,,,,35,45,66,1,,,,,,1,2,1,25,13,14,,2,2,,,,5,4,1
6111231,ILMU KELAUTAN,50,355,320,252,35,24,60,301,264,208,19,16,13,16,16,11,2,,,5,16,12,2,,4,,,,,,,54,50,21,,,,,,,1,,
6111246,ARSITEKTUR PERTAMANAN,25,226,224,188,24,34,20,177,171,141,7,11,6,9,11,7,,,,24,23,31,1,1,1,,1,,,,,10,11,11,,,,1,,,1,,
6111181,FARMASI,50,1287,1193,1070,32,24,21,952,917,790,36,26,25,8,12,9,1,,1,222,181,203,1,,1,1,,,,1,,44,27,23,5,5,1,2,,1,2,2,1
6112122,SASTRA JEPANG,46,211,156,143,30,18,18,79,53,43,3,1,,65,49,37,3,,1,12,8,13,13,9,9,1,,,,,,6,10,5,2,,1,1,,1,,1,1
6112025,ANTROPOLOGI BUDAYA,28,157,99,101,22,24,22,35,16,18,1,2,4,66,30,36,3,2,6,4,2,,5,4,4,2,,,2,,,16,5,3,2,,,,1,,,,
6111196,ILMU KEPERAWATAN,45,610,641,641,30,21,24,458,477,449,13,9,15,12,6,7,2,2,,97,114,144,2,,,1,,,1,1,,13,9,8,1,,1,,,,,1,
6111157,PETERNAKAN,100,419,241,212,96,85,76,307,175,148,24,15,9,29,12,22,2,3,3,35,26,15,2,3,3,,,,,,,89,39,24,2,1,,,,,1,,1
6111165,MATEMATIKA,50,226,205,140,35,60,30,190,183,121,16,2,7,4,6,2,1,,,7,5,9,3,4,,,,,,,,31,23,15,1,,,,,,1,,
6111142,AGROEKOTEKNOLOGI,113,422,465,379,67,100,55,375,412,326,7,24,15,12,7,4,,,1,21,15,24,2,1,,,1,,,1,,161,146,136,4,5,6,,,,,,
6111126,TEKNIK ELEKTRO,75,393,439,350,59,36,50,308,313,234,4,15,9,14,10,2,,,1,44,78,83,4,6,3,,,,,,,21,24,12,3,1,1,,1,,,,1
6111111,TEKNIK MESIN,90,466,431,367,62,36,50,319,271,204,9,12,6,14,14,15,,1,1,92,109,109,7,6,7,1,1,1,1,,,62,54,34,1,5,1,,1,,,1,
6111134,AGRIBISNIS,100,757,679,440,68,100,40,654,567,352,16,28,13,28,40,21,7,1,2,20,23,27,10,7,9,1,1,,2,2,,211,148,77,4,7,8,1,1,,,,
6111092,KIMIA,40,151,154,103,35,45,25,137,128,86,8,7,4,,,,,,,4,17,13,,,,,,,,,1,18,19,8,1,2,,,,,,,
6111207,ILMU KOMPUTER/TEKNIK INFORMATIKA,63,943,771,594,54,24,21,687,561,405,25,13,11,65,47,33,4,6,3,105,89,98,21,15,9,2,1,1,1,,,46,29,16,5,2,1,3,1,,,2,
6111173,ILMU KESEHATAN MASYARAKAT,80,883,810,630,37,24,24,772,646,495,17,22,13,16,13,9,1,,1,53,97,89,1,2,,,,,1,,,44,22,17,2,2,1,,,,,1,1
6111053,ILMU DAN TEKNOLOGI PANGAN,40,496,352,253,26,52,26,445,304,206,20,16,10,4,3,7,,,,21,21,21,2,1,2,,,,1,,,67,51,22,3,2,1,,,,,,2
6111045,TEKNIK SIPIL,90,1145,1142,1063,56,36,36,961,968,863,22,20,26,36,24,17,,3,4,95,85,109,5,15,18,,,2,3,,1,51,55,69,1,5,,,2,,1,1,2
6111061,TEKNOLOGI INDUSTRI PERTANIAN,40,308,289,226,35,55,40,266,237,180,8,12,6,9,13,13,1,,1,11,17,18,4,1,3,,,,,,,64,63,40,2,3,2,,1,,,1,1
6111076,TEKNIK PERTANIAN,30,264,231,215,30,40,27,203,172,154,9,10,6,25,21,28,,1,1,13,13,12,7,1,4,,,1,,,,41,16,20,1,3,,,,,,,
6111014,PENDIDIKAN DOKTER,125,3006,2532,2325,101,60,60,2940,2470,2271,66,62,54,,,,,,,,,,,,,,,,1,1,2,142,124,117,17,15,11,4,6,1,15,19,11
6111022,KEDOKTERAN HEWAN,62,659,608,522,58,39,39,564,515,443,16,17,10,15,16,15,3,2,1,45,42,36,1,1,2,,,,3,,1,66,55,50,7,5,5,2,4,2,5,5,5
6111084,BIOLOGI,35,220,180,115,35,18,25,197,158,101,13,10,6,1,,,,,,5,6,3,,,,,,,,,,29,23,12,1,1,,,,,,2,
5312194,PGSD,149,1112,1471,2013,116,105,100,430,532,720,130,187,251,273,401,507,111,124,193,52,77,136,66,85,110,,1,2,,,,3,1,2,,,,,,,,1,2
5312171,PENDIDIKAN LUAR BIASA,19,213,225,270,32,25,20,91,104,104,27,24,24,41,59,72,15,10,30,8,5,15,14,14,14,,,,,,,,,,,,,,,,,,
5312155,PEND. SOSIOLOGI  ,42,285,285,313,31,25,16,11,16,25,5,5,1,181,194,199,70,60,74,3,3,9,7,4,1,,,,,,,6,,1,,,,,,,,,
5312124,ILMU PEMERINTAHAN,64,1058,987,786,39,32,32,268,262,161,45,45,48,526,454,356,58,55,71,45,51,43,74,77,68,3,,3,,,,5,3,,,,,,,,,1,
6111037,TEKNIK ARSITEKTUR,64,826,835,747,35,24,24,648,670,568,22,15,11,24,22,16,,2,3,109,81,116,5,10,10,1,,2,,,,26,40,15,1,2,1,1,,,2,2,1
5312116,ILMU ADMINISTRASI BISNIS,58,1083,907,701,43,32,32,214,213,136,45,42,40,407,323,248,57,52,56,79,81,51,217,148,128,2,1,2,,1,,1,3,2,1,,1,,,,,,1
5312097,AKUNTANSI,97,1507,1509,1350,59,51,68,489,454,327,74,89,71,426,475,459,110,98,119,66,79,83,279,268,242,,,2,,,,3,3,2,,,,,,1,,,
5312186,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,92,343,391,366,37,36,40,88,111,87,15,27,31,143,128,130,32,36,33,31,43,41,19,15,16,,,1,,,,4,1,,,,,,,,,,
5312082,MANAJEMEN,98,1925,1848,1528,62,45,60,455,433,328,70,90,70,677,658,541,126,141,131,152,142,129,342,301,256,1,1,4,,,1,4,4,1,1,,,,,,1,2,
5312163,PEND. BIMBINGAN KONSELING  ,49,334,293,316,46,36,32,119,95,94,41,18,27,93,104,96,23,16,24,18,19,28,32,22,21,1,,2,,,,2,,1,,,,,,,,,
5312066,ILMU HUKUM,261,1300,1208,1146,121,100,96,405,342,331,65,55,46,540,513,485,70,65,86,75,92,74,91,89,76,2,2,3,1,,,10,7,5,,,,,,,,,
5312147,PEND. GEOGRAFI  ,50,155,199,171,40,29,20,10,17,18,8,3,5,111,144,108,23,27,36,1,3,1,1,2,1,,,,,,,2,1,,,1,,,,,,,
5312051,PEND. BAHASA INGGRIS,51,709,643,618,50,36,32,252,253,224,56,54,78,175,150,144,60,21,38,51,62,49,50,52,40,1,,1,,,,6,2,1,,,,,,1,,,
5312132,ILMU KOMUNIKASI,57,976,805,637,43,32,32,212,170,125,30,34,31,363,276,248,68,51,59,129,123,62,113,87,76,2,,2,,,,4,1,2,,,,1,,,,,
5312043,PEND. BHS SASTRA IND. & DAERAH,42,353,370,380,47,36,32,120,129,123,39,40,39,84,102,100,26,33,42,31,23,28,19,13,22,2,1,2,,,,2,3,,,,,,,,,,
5311426,STATISTIKA,23,149, - , - ,28, - , - ,108,,,20,,,7,,,1,,,5,,,7,,,,,,,,,,,,,,,,,,,,
5312074,EKONOMI & STUDI PEMBANGUNAN,76,604,625,525,52,39,48,107,135,106,25,15,22,227,240,196,38,44,54,42,45,44,140,122,73,,2,2,,,,6,3,,,,,,,,,,
5312012,PEND. SEJARAH,53,172,173,126,48,36,32,46,33,27,15,6,6,60,94,70,22,13,11,13,10,4,6,8,3,,,,,,,4,1,,,,,,,,,,
5311411,TEKNIK INFORMATIKA,25,1375,1271,1097,22,15,16,614,451,381,110,127,102,181,164,156,38,32,32,285,334,294,71,79,68,4,6,3,,1,,3,3,2,,,,,,,,1,1
6111103,FISIKA,32,88,76,72,27,30,35,73,66,61,9,5,6,2,1,,,,1,3,2,4,1,,,,,,1,,,10,8,9,,1,1,,,,,,
5311403,PENDIDIKAN IPA,37,195,198,254,35,29,20,141,143,177,45,40,61,,,4,,1,,6,5,11,,5,,,,,,,,,,1,,,,,,,,,2
5311384,KEDOKTERAN GIGI,36,1069,991,826,30,30,30,830,790,648,94,77,61,26,35,20,6,6,9,82,63,68,7,5,6,,,,1,1,,34,38,27,,1,6,,1,1,12,10,3
5311392,PENDIDIKAN ILMU KOMPUTER ,23,328,418,410,38,29,20,125,128,109,28,23,44,48,56,49,14,18,31,87,131,119,11,21,36,1,2,2,,1,,,,,,,,,,,,,1
5311337,ILMU KEPERAWATAN,47,730,615,644,41,32,30,445,351,323,73,79,87,64,59,63,14,18,16,88,78,121,16,12,10,2,,2,,,,2,1,,,,,,,,2,,
5311353,ILMU TANAH,35,146,150,133,23,18,20,90,73,58,10,9,8,24,34,24,3,4,2,13,21,30,2,6,1,,,,,,,2,1,1,,,,,,,,,
5311376,AGRONOMI,24,145,131,116,22,18,20,51,33,38,8,9,5,16,20,17,3,7,5,56,45,27,3,4,1,,,1,,,,,1,2,,,,,,,,,
5311306,ILMU KOMPUTER,35,1146,1056,965,35,30,32,450,338,317,110,106,68,197,175,140,43,37,55,233,274,259,60,51,67,1,4,5,1,,,4,,5,,,,,,,,,
5311295,FARMASI,35,1391,1344,1242,32,26,22,828,761,621,158,162,147,55,51,42,16,21,22,279,285,353,13,16,10,1,,2,1,,,6,5,4,,1,1,,,,1,1,2
5311314,KEHUTANAN,76,492,422,362,73,55,68,242,204,139,32,31,28,108,92,85,19,14,10,48,48,52,17,19,16,1,,,,,,20,14,7,,,1,,,,,,
5311287,FISIKA,35,69,71,54,28,22,24,51,59,40,12,6,5,,2,1,,,,4,4,5,2,,,,,1,,,,3,,,,1,,,,,,,
5311361,PROTEKSI TANAMAN,33,113,87,67,23,18,32,46,29,28,10,4,7,16,15,14,7,2,2,25,32,7,1,2,5,,,,,,,,,1,,,1,,,,,,
5311264,KIMIA,28,93,100,80,29,22,24,64,76,51,16,10,14,,,1,,1,2,9,10,11,1,1,,,,1,,,,,1,,,,,,,,,,
5311272,BIOLOGI,30,168,191,175,28,22,24,112,136,114,31,32,28,1,6,5,,2,1,17,12,22,4,1,3,,,,,,,2,,,,,,,,,,,
5311322,PEND. FISIKA,34,125,144,120,32,29,26,89,107,96,25,30,14,1,,2,2,1,,7,5,5,,1,1,,,,,,,1,2,,,,,,,,,,
5311241,KESEHATAN MASYARAKAT,48,1375,1127,1011,49,40,48,823,622,555,170,161,123,133,116,91,34,22,22,155,156,176,25,19,15,1,,,,,,3,3,4,1,,1,,,,,1,
5311225,TEKNIK MESIN,33,304,296,307,29,23,20,105,88,60,11,20,8,37,44,40,6,12,13,104,91,133,9,14,15,3,2,4,,,,3,5,1,,,,,,,1,,
5311217,TEKNIK LINGKUNGAN,29,621,523,356,23,20,28,460,363,229,51,32,30,43,54,31,6,9,5,45,42,43,8,8,6,,1,,,,,2,4,1,,,,,,,,,
5311256,MATEMATIKA,31,144,158,126,28,23,24,91,101,69,24,18,21,2,6,6,2,3,2,14,15,16,6,10,6,,,1,,,,,2,,,,,,,,,,
5312027,PEND PANCASILA & KN,52,167,132,154,42,36,32,65,47,50,15,10,12,44,37,49,18,13,19,10,9,11,10,9,8,1,,,,,,4,,1,,,,,,,,,
5311183,TEKNIK ARSITEKTUR,28,465,412,374,21,20,30,276,206,172,30,35,31,34,33,27,4,9,14,84,83,94,19,21,9,2,1,2,,,,,1,,,,,,,,,1,
5311175,TEKNIK SIPIL,57,1152,1175,1068,60,50,68,667,609,568,97,110,83,107,149,105,26,34,44,173,189,174,35,37,43,4,2,4,,,,1,4,3,,,,,,,,,
5311152,AGRIBISNIS PERIKANAN,29,195,165,138,24,15,22,87,59,44,11,8,3,57,52,44,9,7,11,11,27,17,10,5,11,,,,,,,3,1,,,,,,,,,1,
5312035,PEND. EKONOMI,47,243,265,247,47,36,32,20,29,29,6,7,6,68,104,89,27,19,37,23,19,16,79,70,56,2,,,,,,2,,2,,,,,,,,,
5311191,TEKNIK PERTAMBANGAN,20,339,286,167,25,18,22,187,132,70,16,19,12,53,53,18,11,10,7,42,56,43,7,5,4,2,,1,,,,10,7,4,,1,,,,1,2,,
5311144,MANAJEMEN SD PERAIRAN,35,90,84,70,20,15,23,51,42,43,8,8,6,6,12,8,3,3,,14,13,7,5,4,3,,1,,,,,4,1,3,,,,,,,,,
5311167,ILMU KELAUTAN,32,114,82,83,20,15,22,67,38,44,11,4,6,14,14,17,2,4,2,6,17,5,2,2,6,1,1,,1,,,4,6,,,,,,,,,,
5312101,ADMINISTRASI PUBLIK,63,905,781,534,41,32,32,207,197,103,48,42,30,337,269,195,68,57,64,52,55,35,153,118,82,3,,,,,,4,2,1,,,,,,,,,1
5311113,TEKNOLOGI HASIL PERIKANAN,34,119,107,89,21,15,23,56,50,26,7,12,8,17,25,21,9,3,4,21,11,15,5,3,6,,,,,,,3,1,1,,,,,,,,,
5311121,BUDIDAYA PERAIRAN,30,104,103,62,16,15,22,49,42,25,6,5,5,14,18,8,6,7,3,19,22,14,6,4,4,,1,,,,,1,2,,,,,,,,,1,
5311136,PEMANFAATAN SD PERIKANAN,29,88,58,54,18,15,24,44,32,28,9,5,5,13,11,2,2,1,1,13,9,8,4,,5,,,,,,,2,1,1,,,,,,,,,
5311233,PENDIDIKAN DOKTER,63,1606,1340,1297,57,56,48,1457,1222,1158,149,118,139,,,,,,,,,,,,,,,,1,1,,46,43,18,1,4,6,4,,2,15,18,19
5311055,AGRIBISNIS,36,549,589,476,59,45,78,272,272,205,35,65,46,108,110,96,20,26,25,68,69,67,28,24,12,,1,1,,,,9,13,5,,,,,,,,,
5311024,PEND. BIOLOGI,49,293,297,304,43,36,29,196,214,204,72,61,80,7,3,2,3,1,1,8,13,6,4,3,7,,,,,,,1,2,,1,,,,,1,,,
5311047,AGROEKOTEKNOLOGI,23,391,308,300,50,45,65,232,177,147,34,35,27,18,19,32,7,8,2,81,49,60,8,10,7,,,1,,,,7,8,1,,,1,,,,,,
5311016,PEND. MATEMATIKA,38,415,459,426,40,36,23,265,294,273,76,74,69,15,23,23,5,10,12,25,27,29,23,19,10,,,2,,,,,2,,,,,,,,,,
5421066,TEKNIK MATERIAL DAN METALURGI,38,146,205,179,48,50,55,105,136,121,5,4,4,6,11,5,,1,,29,44,42,1,3,3,,,,,,,1,3,6,1,1,,,,,,,
5421051,TEKNIK KIMIA,47,154,193,241,48,50,50,130,140,155,6,5,20,,2,2,,,1,16,43,56,2,,1,,,1,,,,4,2,2,,,,,,,1,,
5311202,TEKNIK KIMIA,28,181,171,114,21,20,26,143,130,71,23,21,21,,1,,,,,13,16,17,,,,,,,,,,1,2,2,,,,,,,,,
5421027,MATEMATIKA,55,87,94,86,24,30,25,49,62,58,8,3,5,8,3,5,1,,,13,21,13,4,1,3,,1,,,,,2,3,4,,,,,,,3,,
5421043,TEKNIK ELEKTRO,54,250,357,309,48,50,60,119,136,117,6,8,6,10,27,9,2,1,3,95,156,145,2,7,3,5,,6,,,,10,4,7,,1,,,1,,5,3,4
5311032,PEND. KIMIA,36,135,190,150,39,36,28,105,146,115,25,38,24,,,,2,,,1,5,8,,,,,,1,,,,,1,,,,,,,,,,
5421035,TEKNIK MESIN,62,295,346,359,48,50,60,132,131,122,7,2,5,20,26,27,1,3,3,106,144,156,7,9,15,6,1,3,,,,9,8,9,,,,,,,2,3,1
3742104,MANAJEMEN,134,1689,1590,1604,149,145,112,305,271,253,178,162,164,505,461,476,305,300,339,81,98,88,114,93,96,12,6,8,3,6,8,15,8,3,10,6,6,,2,5,7,8,3
3742093,PSIKOLOGI,134,1428,1230,1244,149,145,93,329,258,220,191,176,190,376,309,276,234,218,246,65,57,64,47,41,58,2,1,1,3,4,8,10,11,7,4,7,3,,1,6,10,4,4
3742077,BAHASA DAN SASTRA INGGRIS,132,925,725,742,155,115,118,212,146,146,143,136,138,147,108,102,118,89,96,65,55,54,43,33,29,6,4,3,3,4,2,9,5,2,11,7,,2,1,2,6,1,3
5421012,FISIKA,68,42,44,52,24,30,30,29,33,34,6,1,2,1,1,2,,,,5,7,12,,2,1,,,,,,,1,1,,,,,,,,2,3,2
3741074,FARMASI,66,1291,1200,1093,63,50,35,630,616,513,314,273,290,14,22,14,10,9,16,255,216,197,4,4,3,2,,2,3,8,4,5,7,6,7,8,4,4,9,6,8,9,6
3742023,PENDIDIKAN IPS,66,637,634,649,100,146,75,49,60,46,32,42,46,225,230,191,232,203,252,23,20,17,24,19,22,1,2,1,,,,2,3,1,2,4,2,,,2,1,1,1
3741051,TEKNIK INFORMATIKA,90,1050,1063,926,75,76,54,416,449,269,225,172,197,42,45,55,34,38,26,223,226,245,23,28,15,15,22,12,4,4,7,7,12,4,3,7,6,3,3,1,7,4,2
5311071,TEKNOLOGI INDUSTRI PERTANIAN,27,331,302,260,28,18,29,162,131,107,32,30,16,48,59,56,6,12,15,51,40,33,8,16,6,,,1,,,,4,2,3,,,,,,,,,
3741043,FISIKA,50,193,158,186,50,47,37,111,89,100,70,55,72,,,,2,,,9,12,12,,,1,,,,1,,,,2,1,,1,,,2,,,,
3741027,BIOLOGI,66,664,646,584,70,75,52,354,355,301,267,248,242,1,6,1,5,4,2,29,22,20,2,,3,,,,,1,,5,3,,2,2,1,,1,3,3,,2
3742112,AKUNTANSI,66,758,790,754,75,77,63,161,170,141,75,70,63,217,230,199,138,130,187,34,32,30,81,85,68,4,3,5,1,3,1,6,7,1,2,6,1,2,,2,4,6,4
3741035,KIMIA,66,385,307,364,75,70,49,236,197,184,123,87,147,1,,,,,,23,19,24,,1,,,,,,,,1,,2,,1,,,,1,1,2,
3741066,TEKNIK ARSITEKTUR,68,736,664,610,75,76,54,416,348,288,152,140,140,16,15,13,10,16,6,97,104,106,7,6,11,1,2,1,7,3,2,4,5,5,4,1,1,1,4,3,3,,1
5311063,PRODUKSI TERNAK,28,108,113,92,21,18,32,47,45,23,6,9,7,14,26,26,7,3,3,19,24,19,2,1,7,,,,,,,1,,,,,,,,,,,
3732326,PENDIDIKAN BAHASA MANDARIN,26,213,158,167,20,20,17,48,28,29,9,6,5,43,30,40,7,4,7,19,16,12,28,21,17,,,2,1,,,6,4,2,1,,1,3,2,,1,2,1
3732357,GEOGRAFI,41,736,625,561,32,32,32,50,36,30,17,11,10,451,392,339,170,151,139,22,20,25,12,6,11,,1,,1,,,16,12,3,1,4,1,1,1,3,4,4,
3732303,PENDIDIKAN LUAR BIASA ,56,573,471,471,44,44,36,181,131,138,65,54,60,144,145,132,39,43,32,40,29,36,51,34,35,,,,2,1,,2,2,1,,3,,3,3,,5,3,
3732311,PENDIDIKAN GEOGRAFI  ,82,756,693,759,64,64,56,64,47,70,30,18,23,451,450,453,183,146,179,8,15,6,11,6,15,,,1,4,,,8,10,15,4,2,1,,,1,2,,1
3732342,PENDIDIKAN KEPELATIHAN OLAHRAGA,45,616,512,490,32,34,28,135,143,104,32,25,26,257,191,211,56,51,37,62,52,46,34,13,23,2,1,3,4,1,1,16,8,4,1,1,1,1,,1,2,1,
3732276,AKUNTANSI  ,105,2160,1937,2008,80,80,88,548,475,445,95,59,66,743,708,758,167,134,161,109,128,133,402,349,343,4,4,3,3,,1,28,20,19,7,4,1,3,1,2,12,10,8
3732284,EKONOMI DAN STUDI PEMBANGUNAN ,74,1409,1347,1489,56,56,62,218,160,191,40,22,28,721,734,737,150,130,172,63,90,101,174,168,212,1,,2,1,1,1,15,17,14,5,3,1,2,,,4,5,3
3732365,PENDIDIKAN SOSIOLOGI,53,979,875,746,32,32,27,70,51,43,18,23,18,599,532,445,219,197,180,18,14,16,23,24,15,,,,,,,11,9,8,1,2,2,1,1,,2,3,1
3732261,DESAIN KOMUNIKASI VISUAL ,60,1175,978,1024,42,42,21,267,195,224,53,48,47,265,238,211,46,39,42,255,212,245,155,129,133,9,,7,2,1,,7,6,8,1,,4,2,,1,4,1,1
3732237,BAHASA DAN SASTRA INDONESIA ,35,734,596,571,14,12,12,160,111,97,58,61,57,165,126,125,62,53,51,62,60,61,61,50,53,2,1,,1,1,1,5,4,4,4,2,1,,,1,3,2,2
3732334,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,40,520,452,502,32,32,31,42,32,49,17,18,19,250,240,258,146,111,106,17,18,19,29,18,30,,,,,,,2,,4,,,,,,,,1,
3732222,PSIKOLOGI ,101,2518,2162,1797,80,64,53,695,584,504,175,159,105,948,777,638,202,166,142,176,170,152,126,108,105,1,5,1,1,2,2,20,23,14,10,4,2,8,6,2,12,7,7
3732214,PENDIDIKAN TATA BUSANA ,30,742,611,563,25,24,21,154,137,128,61,52,40,112,105,98,38,39,38,26,29,29,248,176,154,5,7,3,4,2,4,15,15,10,3,3,2,3,1,,1,1,3
3732206,PENDIDIKAN TATA BOGA ,30,959,790,657,26,24,20,225,196,132,62,48,38,231,205,161,66,59,45,69,60,45,209,134,146,4,4,1,2,2,2,21,16,6,7,7,3,2,2,3,3,3,2
3732292,MANAJEMEN ,144,3496,3344,3090,121,112,85,743,636,549,171,126,124,1438,1335,1244,283,305,295,235,274,284,417,428,378,5,11,11,5,7,3,46,37,18,12,9,5,6,4,4,16,7,10
3732253,ILMU SEJARAH ,20,381,339,302,16,16,19,37,45,36,25,18,20,163,165,122,68,56,50,28,18,21,29,13,20,2,2,1,,2,,11,3,5,,1,,,1,,,1,
3732187,PENDIDIKAN ADMINISTRASI PERKANTORAN ,86,1188,1064,1021,64,64,57,208,148,153,71,42,34,492,429,406,85,93,99,83,91,74,181,181,172,2,4,2,,1,2,8,6,11,1,1,,,,,11,8,6
3732245,BAHASA DAN SASTRA INGGRIS ,30,1167,931,909,25,24,22,345,248,255,91,74,79,270,220,206,78,43,49,123,102,123,87,87,67,2,4,3,1,2,,6,3,4,7,3,2,2,,1,9,6,3
3732195,PENDIDIKAN AKUNTANSI ,60,521,490,528,48,48,53,78,68,75,17,11,13,162,179,175,46,48,63,24,26,21,170,137,159,1,1,,,,,8,5,1,,,,,,,1,3,
3732156,PENDIDIKAN SEJARAH  ,72,690,614,644,56,56,58,112,80,114,37,40,42,293,282,301,122,79,73,38,39,44,45,36,33,,,,2,3,,9,4,7,,1,,,,1,,1,
3741012,MATEMATIKA,66,407,336,308,75,74,66,246,158,158,114,108,93,2,5,4,3,11,6,22,34,15,3,6,6,,,1,1,1,,3,1,,1,1,,,2,,2,,
3732141,PENDIDIKAN SENI TARI DAN MUSIK ,51,347,241,295,40,28,22,99,74,104,16,17,14,98,63,66,15,12,16,37,18,34,47,32,32,1,1,,,,,,,2,1,,,1,,,1,3,
3732102,PENDIDIKAN BAHASA INGGRIS ,62,1302,1087,1070,48,48,40,414,307,364,131,142,101,270,225,219,79,64,71,111,101,110,94,68,58,3,2,4,2,4,1,7,7,3,5,4,2,2,1,1,8,9,5
3732133,PENDIDIKAN BAHASA JERMAN   ,40,248,219,205,30,30,27,42,43,41,12,8,6,43,34,40,10,6,12,20,12,19,23,15,19,,,,1,,1,3,2,3,1,,,1,,,,,
3732125,PENDIDIKAN SENI RUPA  ,50,412,404,393,40,28,23,110,104,97,31,19,32,87,105,97,29,32,18,43,41,54,59,62,50,2,1,,,,,,2,,,1,,,,,,,
3732117,PENDIDIKAN BAHASA ARAB ,46,724,628,625,36,36,40,125,83,85,116,132,134,89,67,46,133,99,110,23,15,27,19,22,22,5,5,3,3,1,1,1,2,1,2,5,1,1,1,,2,2,
3732164,PENDIDIKAN EKONOMI  ,72,660,592,732,56,56,64,79,55,88,18,16,13,291,301,337,118,90,103,24,26,43,101,87,122,,,1,,1,,9,6,10,1,,2,,,,1,1,3
3732075,PENDIDIKAN GURU PEND. ANAK USIA DINI,61,579,493,469,48,48,46,152,134,124,55,48,59,158,109,123,71,65,48,28,42,29,51,51,39,1,2,1,3,,,9,1,1,,,,,,,3,3,2
3732052,ADMINISTRASI PENDIDIKAN ,53,894,806,796,40,40,38,158,123,140,44,44,40,345,327,307,83,83,78,57,72,59,129,106,123,5,1,1,,1,,6,10,13,,3,,,,1,5,2,3
3732067,PENDIDIKAN GURU SEKOLAH DASAR,176,2213,2169,2130,140,140,119,755,737,739,229,219,185,571,563,571,179,166,160,131,154,171,175,150,140,7,5,3,4,1,1,37,28,15,8,2,,1,1,1,13,9,5
3732091,"PEND. BAHASA, SASTRA INDONESIA & DAERAH ",50,1173,1087,1087,48,48,47,330,306,300,86,95,89,247,223,228,95,75,86,98,100,121,91,80,87,1,1,1,,,,6,1,3,1,1,1,1,,,2,,1
